scorer,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam
labeled-data\video10\img071.png,475.42889791772484,22.206232315170837,,,,,,,,,504.6823260538346,201.9058622941305,491.4486323732135,309.1684321265327,487.966081404629,366.28226801131837,481.00097946746007,420.61006312123635,451.05104113763343,175.43847493288837,430.15573532612643,285.4870855401582,410.65344990205335,339.81488065007625,389.75814409054647,383.69502285424073,398.1162664151492,169.1698831894363,367.46981789160566,273.64641224697095,,,,,354.2361242109846,148.27457737792935,349.3605528549664,224.89069868678808,,,,
labeled-data\video10\img074.png,477.51842849887555,30.564354639773683,,,,,,,,,521.39857070304,193.5477399695277,512.3439381847204,300.81030980193,509.5578974098528,358.6206558804324,511.6474279910035,412.25194079663356,463.5882246245376,166.38384241456868,448.9615105564827,268.7708408909526,424.5836537763913,339.81488065007625,403.68834796488443,389.26710440397596,406.47438873975193,160.8117608648335,370.2558586664733,266.681310309802,,,,,368.86283827903947,138.5234346658928,357.7186751795691,222.10465791192053,,,,
labeled-data\video10\img085.png,516.5229993470218,6.883008053399067,,,,,,,,,546.4729376768485,194.2442501632446,516.5229993470218,306.3823913516651,,,,,500.50326489153315,162.9012914459842,483.78702024232757,282.0045345715737,474.73238772400794,346.7799825872452,464.2847348182545,405.28683885946464,445.4789595878982,146.18504679677864,401.5988173837337,247.87553507944574,,,,,394.6337154465647,114.14557788580134,368.86283827903947,205.38841326271495,,,,
labeled-data\video10\img093.png,531.8462236087936,4.793477472248469,,,,,,,,,570.154284263223,166.38384241456868,570.8507944569399,247.17902488572884,587.5670391061453,282.0045345715737,604.9797939490678,321.70561561343686,519.3090401218894,150.36410795908006,499.80675469781625,274.34292244068786,483.78702024232757,352.3520641369804,467.767285786839,418.5205325400857,460.10567365595307,143.39900602191108,416.2255314517886,248.57204527316264,,,,,412.04647028948716,112.05604730465069,383.48955234709433,209.56747442501637,,,,
labeled-data\video10\img107.png,,,,,,,,,,,568.0647536820723,148.27457737792935,550.6519988391498,263.89526953493436,547.8659580642822,320.31259522600305,544.3834070956977,372.5508597547704,506.0753464412684,128.0757817601393,491.4486323732135,242.9999637234274,483.09051004861067,306.3823913516651,476.82191830515865,360.01367626786623,446.1754697816151,120.41416962925342,407.86740912718574,224.19418849307118,,,,,393.24069505913087,86.98168033084238,368.16632808532256,191.45820938837699,,,,
labeled-data\video10\img109.png,,,,,,,,,,,571.5473046506568,142.00598563447727,,,,,501.89628527896696,371.1578393673366,529.060182833926,96.03631284916202,529.060182833926,181.70706667634045,536.7217949648118,246.48251469201193,546.4729376768485,294.54171805847784,467.0707755931221,80.71308858739025,425.2801639701082,185.8861278386418,,,,,409.26042951461955,63.30033374446782,385.57908292824504,162.2047812522673,,,,
labeled-data\video10\img116.png,,,,,,,,,,,612.6414060799536,23.599252702604645,,,,,515.129978959588,275.03943263440476,549.9554886454329,3.4004570848146614,556.224080388885,89.76772110570994,561.0996517449032,161.5082710585504,573.6368352318074,213.05002539360083,478.21493869259245,-0.08209388376985771,455.92661249365165,77.23053761880578,,,,,,,387.66861350939575,53.54919103243128,389.06163389682956,110.66302691721688,410.65344990205335,136.4339040847421
labeled-data\video10\img117.png,,,,,,,,,,,607.0693245302185,11.06206921570049,,,,,527.6671624464922,272.25339185953715,547.1694478705653,-0.08209388376985771,540.9008561271132,93.9467822680113,545.0799172894147,158.02572008996594,547.1694478705653,215.13955597475154,,,450.35453094391653,64.69335413190163,,,,,,,377.2209606036423,43.798048320394685,372.345389247624,94.64329246172821,393.9372052528478,133.64786330987448
labeled-data\video10\img127.png,,,,,,,,,,,566.6717332946384,29.86784444605678,570.154284263223,114.14557788580134,577.8158963941088,173.34894435173766,589.656569687296,227.6767394616557,508.164877022419,15.937640571718816,480.30446927374317,132.25484292244073,460.80218384967,225.587208880505,442.6929188130307,293.14869767104403,435.03130668214476,2.7039468910977575,405.777878546035,86.28517013712548,,,,,,,329.8582674308932,45.887578901545396,322.89316549372427,109.96651672349998,334.0373285931946,158.7222302836828
labeled-data\video10\img137.png,,,,,,,,,,,618.9099978234058,72.35496626278751,,,534.6322643836611,291.7556772836103,505.3788362475515,357.9241456867155,551.3485090328667,24.29576289632155,557.6171007763188,140.61296524704346,570.8507944569399,208.17445403758256,581.9949575564102,261.1092287600668,478.21493869259245,26.38529347747226,445.4789595878982,139.91645505332656,408.56391932090264,8.276028440832874,368.86283827903947,93.25027207429446,360.50471595443673,173.34894435173766,382.7930421533774,217.9255967496191,,,,
labeled-data\video10\img140.png,,,,,,,,,,,632.8402016977437,97.42933323659582,,,,,563.8856925197708,395.53569614742804,565.2787129072046,43.10153812667778,559.7066313574694,172.65243415802075,568.7612638757892,252.751106435464,575.7263658129581,325.1881665820214,487.2695712109121,40.31549735181022,449.6580207501996,174.74196473917146,,,,,419.0115722266561,18.027171152869528,374.4349198287747,128.7722919538562,369.55934847275637,203.2988826815643,386.27559312196195,245.78600449829503
labeled-data\video10\img145.png,,,,,,,,,,,,,,,,,,,563.1891823260539,99.51886381774654,542.9903867082639,275.03943263440476,525.5776318653415,377.4264311107887,511.6474279910035,453.34604222593055,487.966081404629,84.19563955597476,457.31963288108545,222.80116810563743,,,,,407.17089893346883,73.05147645650442,371.6488790539071,172.65243415802075,364.68377711673816,248.57204527316264,390.45465428426337,303.59635057679753
labeled-data\video10\img153.png,,,,,,,,,,,,,,,,,,,586.8705289124284,98.82235362402963,601.4972429804833,222.80116810563743,605.6763041427847,293.14869767104403,621.6960385982734,369.7648189799028,499.11024450409934,106.48396575491546,485.8765508234783,231.15929043024016,,,,,431.54875571356024,82.80261916854096,402.2953275774506,179.61753609518973,394.6337154465647,259.716208372633,410.65344990205335,314.04400348255103
labeled-data\video10\img160.png,487.2695712109121,38.22596677065951,,,,,,,,,576.422876006675,209.56747442501637,592.4426104621637,326.5811869694552,610.551875498803,375.336900529638,634.9297322788944,439.4158383515926,509.5578974098528,199.11982151926287,501.89628527896696,332.1532685191903,501.19977508525005,408.7693898280491,499.80675469781625,473.5448378437206,446.1754697816151,192.1547195820939,428.06620474497583,307.078901545382,,,,,369.55934847275637,166.38384241456868,352.8431038235508,256.9301675977654,348.6640426612495,318.91957483856925,363.98726692302125,367.6752883987521
labeled-data\video10\img161.png,473.3393673365741,52.156170644997474,,,,,,,,,555.5275701951681,219.3186171370529,568.7612638757892,332.1532685191903,586.8705289124284,389.96361459769287,611.24838569252,442.8983893201771,492.1451425669304,216.53257636218535,481.69748966117686,359.3171660741493,478.21493869259245,419.91355292751945,471.2498367554234,472.8483276500037,428.06620474497583,199.11982151926287,412.74298048320406,319.61608503228615,,,,,361.89773634187054,190.76169919466014,330.5547776246101,283.3975549590075,330.5547776246101,342.6009214249438,349.3605528549664,380.9089820793732
labeled-data\video10\img165.png,423.8871435826744,80.71308858739025,,,,,,,,,478.91144888630936,231.85580062395707,478.21493869259245,343.9939418123776,484.4835304360445,395.53569614742804,489.3591017920628,435.9332873830081,421.1011028078068,229.0697598490895,410.65344990205335,366.28226801131837,405.777878546035,429.66469563955604,404.3848581586012,475.63436842487124,366.07679750417185,231.85580062395707,347.9675324675326,338.42186026264244,,,,,315.2315533628383,220.01512733076981,291.5502067764638,299.41728941449617,285.2816150330118,347.4764927809621,299.90832910106667,389.26710440397596
labeled-data\video10\img169.png,396.7232460277154,71.65845606907061,,,,,,,,,418.3150620329392,253.4476166291809,409.95693970833645,345.38696219981136,393.24069505913087,405.28683885946464,374.4349198287747,449.863491257346,371.6488790539071,214.44304578103464,370.2558586664733,307.7754117390989,365.38028731045495,364.19273743016765,361.89773634187054,409.465900021766,319.41061452513975,203.2988826815643,299.21181890734977,304.98937096423134,,,,,272.74443154610765,201.9058622941305,251.15261554088377,272.94990205325405,251.15261554088377,333.5462889066241,266.4758398026555,360.71018646158313
labeled-data\video10\img170.png,379.3104911847929,70.2654356816368,,,,,,,,,416.9220416455054,243.69647391714432,395.3302256402816,351.6555539432635,387.66861350939575,396.23220634114494,365.38028731045495,438.0228179641588,367.46981789160566,209.56747442501637,362.59424653558744,300.11379960821307,358.415185373286,356.53112529928177,355.6291445984184,401.1077776971632,310.3559820068201,202.6023724878474,291.5502067764638,296.63124863962855,,,,,269.26188057752313,192.1547195820939,245.58053399114854,274.34292244068786,249.75959515344996,321.00910541971996,262.993288834071,362.10320684901694
labeled-data\video10\img179.png,373.7384096350578,63.30033374446782,,,,,,,,,403.68834796488443,216.53257636218535,402.9918377711675,306.3823913516651,399.509286802583,354.4415947181311,400.9023071900168,400.4112675034463,347.2710222738157,208.87096423129947,336.1268591743453,300.81030980193,328.4652470434594,361.40669665530004,320.10712471885665,407.3763694406153,305.4804106508018,193.5477399695277,283.888594645578,286.1835957338751,,,,,265.7793296089386,179.61753609518973,236.5259014728289,254.84063701661472,242.79449321628098,301.5068199956469,250.45610534716687,332.8497787129072
labeled-data\video10\img188.png,387.66861350939575,54.245701226148185,,,,,,,,,392.54418486541397,214.44304578103464,380.7035115722267,296.63124863962855,373.7384096350578,335.6358194877748,370.2558586664733,366.97877820503527,345.18149169266496,197.03029093811222,327.0722266560256,282.0045345715737,311.7490023942539,335.6358194877748,293.63973735761454,380.2124718856563,299.90832910106667,193.5477399695277,274.13745193354146,270.86037147210334,,,,,263.6897990277879,177.52800551403908,240.70496263513027,246.48251469201193,251.15261554088377,276.4324530218385,270.65490096495694,304.29286077051444
labeled-data\video10\img192.png,386.27559312196195,65.38986432561853,,,,,,,,,375.1314300224916,224.19418849307118,371.6488790539071,300.81030980193,369.55934847275637,333.5462889066241,369.55934847275637,363.49622723645075,339.60941014292973,198.42331132554597,320.80363491257356,277.1289632155554,307.5699412319525,327.974207356889,288.0676558078793,375.336900529638,292.2467169701807,196.3337807443953,269.95839077124003,275.03943263440476,,,,,264.3863092215048,181.70706667634045,244.8840237974317,244.39298411086122,253.24214612203443,277.1289632155554,272.04792135239074,302.2033301893638
labeled-data\video10\img212.png,390.45465428426337,68.17590510048609,,,,,,,,,368.86283827903947,219.3186171370529,359.80820576071983,297.32775883334546,357.7186751795691,325.8846767757383,360.50471595443673,347.4764927809621,329.8582674308932,201.20935210041358,308.2664514256694,268.7708408909526,290.8536965827469,318.2230646448524,271.35141115867384,355.13810491184796,290.8536965827469,189.36867880722633,267.1723499963724,253.4476166291809,,,,,272.04792135239074,176.13498512660527,243.4910034099979,234.64184139882468,247.67006457229925,273.64641224697095,252.54563592831752,297.32775883334546
labeled-data\video10\img221.png,394.6337154465647,71.65845606907061,,,,,,,,,366.07679750417185,215.13955597475154,349.3605528549664,280.61151418413993,333.3408183994777,323.7951461945876,323.5896756874412,356.53112529928177,318.71410433142285,201.9058622941305,318.01759413770594,279.91500399042303,311.052492200537,323.7951461945876,308.9629616193863,364.19273743016765,288.0676558078793,190.06518900094323,269.26188057752313,267.3778205035189,,,,,267.1723499963724,176.83149532032218,242.09798302256408,238.12439236740914,243.4910034099979,275.03943263440476,256.724697090619,300.81030980193
labeled-data\video10\img237.png,439.9068780381631,32.65388522092428,,,,,,,,,440.60338823188,192.1547195820939,412.74298048320406,286.1835957338751,398.8127766088661,321.70561561343686,384.88257273452814,360.71018646158313,399.509286802583,160.1152506711166,379.3104911847929,241.60694333599366,366.77330769788875,291.7556772836103,354.2361242109846,330.76024813175655,349.3605528549664,155.93618950881523,327.7687368497425,236.0348617862585,,,,,318.01759413770594,137.8269244721759,290.8536965827469,200.51284190669668,285.9781252267287,250.6615758543133,292.94322716389763,280.61151418413993
labeled-data\video10\img250.png,473.3393673365741,5.489987665965373,,,,,,,,,490.7521221794966,157.32920989624904,471.2498367554234,240.91043314227676,461.4986940433869,284.7905753464413,451.74755133135034,328.67071755060584,437.12083726329547,138.5234346658928,418.3150620329392,244.39298411086122,404.3848581586012,305.68588115794824,390.45465428426337,348.173002974679,388.36512370311266,121.11067982297033,361.89773634187054,216.53257636218535,,,,,352.1465936298339,111.35953711093379,320.10712471885665,179.61753609518973,317.32108394398904,229.0697598490895,328.4652470434594,258.3231879851992
labeled-data\video10\img257.png,478.21493869259245,12.455089603134297,,,,,,,,,495.6276935355148,185.1896176449249,479.60795908002626,276.4324530218385,461.4986940433869,327.2776971631721,446.1754697816151,371.8543495610535,455.92661249365165,144.09551621562798,446.871979975332,217.9255967496191,444.0859392004644,268.0743306972358,438.5138576507293,316.1335340637017,405.777878546035,138.5234346658928,374.4349198287747,224.89069868678808,,,,,358.415185373286,123.89672059783794,336.82336936806223,195.6372705506784,331.251287818327,240.91043314227676,341.69894072408044,270.16386127838643
labeled-data\video10\img261.png,485.1800406297614,12.455089603134297,,,,,,,,,519.3090401218894,176.83149532032218,504.6823260538346,278.5219836029892,492.8416527606473,330.06373793803965,481.69748966117686,376.7299209170718,471.2498367554234,139.91645505332656,462.1952042371038,213.05002539360083,459.40916346223617,265.98480011608507,458.01614307480236,307.7754117390989,421.1011028078068,137.8269244721759,391.15116447798016,224.89069868678808,,,,,373.7384096350578,128.7722919538562,352.1465936298339,197.72680113182906,350.7535732424002,241.60694333599366,363.29075672930435,277.1289632155554
labeled-data\video10\img265.png,490.7521221794966,22.90274250888774,,,,,,,,,533.9357541899442,169.1698831894363,533.2392439962274,269.46735108466953,531.8462236087936,319.61608503228615,537.4183051585287,359.3171660741493,484.4835304360445,165.68733222085177,471.2498367554234,275.03943263440476,461.4986940433869,337.72535006892554,445.4789595878982,394.83918595371114,430.85224551984334,156.63269970253214,409.95693970833645,248.57204527316264,,,,,385.57908292824504,143.39900602191108,359.80820576071983,213.05002539360083,353.5396140172677,265.28828992236816,363.98726692302125,297.32775883334546
labeled-data\video10\img277.png,512.3439381847204,27.081803671189164,,,,,,,,,559.7066313574694,196.3337807443953,546.4729376768485,301.5068199956469,532.5427338025105,352.3520641369804,524.1846114779077,401.8042878908801,513.0404483784373,163.59780163970112,499.80675469781625,271.55688166582024,498.41373431038244,333.5462889066241,488.6625915983459,387.87408401654216,456.62312268736855,157.32920989624904,437.12083726329547,258.3231879851992,,,,,406.47438873975193,145.48853660306173,377.9174707973591,222.80116810563743,375.1314300224916,269.46735108466953,382.7930421533774,311.9544729014003
labeled-data\video10\img279.png,493.5381629543642,31.260864833490587,,,,,,,,,544.3834070956977,195.6372705506784,526.2741420590584,307.7754117390989,515.129978959588,348.173002974679,481.69748966117686,399.7147573097294,493.5381629543642,162.2047812522673,492.1451425669304,259.716208372633,495.6276935355148,311.9544729014003,490.0556119857797,362.79971704273385,438.5138576507293,157.32920989624904,416.9220416455054,258.3231879851992,,,,,395.3302256402816,144.79202640934488,368.16632808532256,222.80116810563743,363.98726692302125,268.0743306972358,373.0418994413409,309.1684321265327
labeled-data\video10\img289.png,474.73238772400794,62.60382355075092,,,,,,,,,506.7718566349853,208.17445403758256,501.19977508525005,272.94990205325405,502.59279547268386,306.3823913516651,500.50326489153315,336.33232968149173,453.83708191250105,208.17445403758256,449.6580207501996,300.81030980193,441.2998984255969,363.49622723645075,435.72781687586166,412.94845099035047,410.65344990205335,197.03029093811222,396.7232460277154,282.7010447652906,,,,,371.6488790539071,179.61753609518973,351.4500834361171,246.48251469201193,349.3605528549664,293.14869767104403,359.80820576071983,326.5811869694552
labeled-data\video10\img290.png,462.8917144308207,64.69335413190163,,,,,,,,,492.8416527606473,210.96049481245012,490.0556119857797,268.7708408909526,488.6625915983459,305.68588115794824,489.3591017920628,334.9393092940579,449.6580207501996,206.08492345643185,440.60338823188,300.11379960821307,435.72781687586166,364.88924762388456,427.36969455125893,412.25194079663356,405.777878546035,198.42331132554597,393.24069505913087,284.0940651527244,,,,,357.7186751795691,183.79659725749116,339.60941014292973,254.14412682289782,341.00243053036354,299.41728941449617,352.1465936298339,325.8846767757383
labeled-data\video1\img000.png,575.7377968818301,328.02618388459854,511.1129972315314,284.94298411773275,465.0923065714702,255.5680751857788,403.4049978143669,228.1514935159551,354.44681626111026,192.90160279761034,363.2592889406965,308.4429112632959,307.44696196998393,312.35956578755645,262.4054349409879,316.276220311817,214.4264170187964,320.19287483607746,361.3009616785662,356.42192918548733,308.4261256010491,369.1510563893341,255.55128952353195,380.9010199621157,205.61394433921024,400.4842925834183,376.9675797756083,389.71349264170186,330.94688911554715,409.2967652630045,287.8636893486813,428.8800378843071,239.88467142648986,445.52581961241435,410.2591432318228,423.98421972898143,375.00925251347803,445.52581961241435,348.5718344747195,463.15076497158674,,
labeled-data\video1\img002.png,529.7171062217689,317.2553839428821,459.2173247850794,280.04716596240706,413.19663412501814,244.79727524406235,362.28012530963133,220.31818446743404,323.1135800670261,185.06829374908932,325.0719073291564,286.901311379863,279.0512166690951,288.8596386419933,239.88467142648986,291.7971295351887,199.7389625528194,291.7971295351887,327.03023459128656,329.0053475156637,278.07205303802994,338.796983826315,235.96801690222932,350.54694739909655,195.82230802855887,363.27607460294325,342.6968526883287,362.29691097187816,304.5094710767886,379.92185633105055,265.34292583418323,396.56763805915773,225.19721696051286,413.213419787265,374.0300888824129,398.525965321288,344.655179950459,420.06756520472095,323.1135800670261,438.6716741949584,295.6969983972024,459.2341104473262
labeled-data\video1\img012.png,522.8629608043129,329.0053475156637,453.34234299868854,294.73462042838406,415.15496138714843,261.4430569721696,361.3009616785662,233.04731167128074,328.0093982223517,190.9432755354801,326.0510709602214,300.60960221477484,279.0512166690951,301.58876584584,237.92634416435956,304.5262567390354,199.7389625528194,304.5262567390354,328.98856185341685,343.6928019816406,281.98870756229053,351.5261110301617,235.96801690222932,366.2135654961387,196.801471659624,376.9843654378551,344.655179950459,378.9426926999854,300.592816552528,393.6301471659624,266.3220894652484,411.2550925251347,227.1555442226431,426.9217106221769,374.0300888824129,413.213419787265,348.5718344747195,431.8175287775025,325.0719073291564,450.42163776774,301.57198018359315,473.9215649133032
labeled-data\video1\img024.png,527.7587789596387,303.5470931079702,469.98812472679583,258.5055660789742,420.05077954247406,224.23483899169457,365.2176162028268,194.85993005974063,333.8843800087425,155.69338481713532,327.03023459128656,267.31803875856036,281.0095439312254,267.31803875856036,237.92634416435956,263.4013842342998,199.7389625528194,264.380547865365,329.967725484482,307.46374763223076,281.0095439312254,316.276220311817,234.00968964009903,326.0678566224683,191.90565350429839,336.8386565641847,342.6968526883287,341.7344747195104,300.592816552528,355.44276555442224,259.46794404779246,373.0677109135946,218.34307154305694,385.7968381174413,368.1551070960221,376.9843654378551,337.8010345330031,395.58847442809264,316.25943464957015,413.213419787265,287.8636893486813,430.83836514643735
labeled-data\video1\img027.png,527.7587789596387,274.1721841760163,475.8631065131866,234.0264753023459,419.0716159114089,185.06829374908932,374.0300888824129,165.48502112778664,338.7801981640682,124.36014862305115,327.03023459128656,237.94312982660642,280.03038030016023,236.96396619554127,238.9055077954247,234.0264753023459,196.801471659624,232.06814804021565,328.0093982223517,282.00549322453736,280.03038030016023,286.901311379863,232.0513623779688,300.60960221477484,186.03067171790755,310.40123852542615,340.7385254261984,316.276220311817,298.6344892903977,330.9636747777939,257.50961678566216,344.6719656127058,213.44725338773125,356.42192918548733,369.13427072708726,351.5261110301617,334.86354363980763,368.17189275826894,308.4261256010491,385.7968381174413,280.03038030016023,401.4634562144835
labeled-data\video1\img032.png,538.5295789013551,229.13065714702026,476.84227014425176,182.13080285589388,424.9465976977998,132.19345767157216,384.8008888241294,109.67269415707415,351.5093253679149,68.5478216523386,336.8218709019379,183.10996648695902,283.9470348244208,176.2558210695031,244.7804895818155,169.40167565204717,198.7597989217543,168.42251202098208,331.9260527466123,227.17232988488996,279.0512166690951,234.0264753023459,228.13470785370825,239.90145708873666,187.0098353489727,248.71392976832288,343.67601631939385,263.4013842342998,298.6344892903977,273.19302054495114,253.59296226140165,286.901311379863,208.55143523240562,296.6929476905143,370.1134343581524,298.6512749526446,333.8843800087425,315.29705668075184,307.44696196998393,330.9636747777939,274.15539851376946,349.5677837680314
labeled-data\video1\img046.png,561.0503424158532,207.58905726358734,502.30052455194516,151.77673029287484,450.4048521054932,120.44349409879061,405.36332507649706,85.19360338044584,369.13427072708726,43.089567244645195,354.44681626111026,157.65171207926562,306.4677983389188,145.901748506484,260.4471076788576,141.00593035115838,216.38474428092664,133.1726213026373,349.55099810578463,203.6724027393268,295.6969983972024,209.54738452571758,244.7804895818155,217.38069357423865,200.71812618388455,225.21400262275972,356.40514352324055,239.90145708873666,310.3844528631794,254.58891155471366,267.30125309631353,265.3597114964301,225.19721696051286,275.15134780708144,386.7592160862596,281.0263295934722,353.4676526300451,299.63043858370975,324.0927436980912,315.29705668075184,293.7386711350721,331.9428384088591
labeled-data\video1\img056.png,567.9044878333091,239.90145708873666,518.9463062800525,193.88076642867549,467.0506338336004,144.92258487541892,416.1341250182136,107.71436689494391,394.59252513478066,61.69367623488267,366.1967798338918,175.276657438438,313.3219437563747,166.4641847588518,268.2804167273787,158.6308757103307,220.30139880518718,141.98509398222347,355.4259798921754,212.48487541891296,300.592816552528,218.3598572053038,250.65547136820626,224.23483899169457,204.6347807081451,225.21400262275972,365.2176162028268,247.73476613725774,318.21776191170045,255.5680751857788,278.07205303802994,269.27636602069066,227.1555442226431,273.19302054495114,392.6341978726505,284.94298411773275,356.40514352324055,297.67211132157945,329.967725484482,308.4429112632959,299.61365292146286,320.19287483607746
labeled-data\video1\img060.png,572.8003059886347,258.5055660789742,516.9879790179222,240.8806207198018,477.8214337753169,202.69323910826165,438.65488853271165,175.276657438438,412.217470493953,133.1726213026373,375.00925251347803,197.79742095293602,328.0093982223517,187.02662101121956,280.03038030016023,173.3183301763077,230.0930351158385,155.69338481713532,361.3009616785662,213.4640390499781,308.4261256010491,206.6098936325222,253.59296226140165,204.65156637039195,206.59310797027533,194.85993005974063,363.2592889406965,233.04731167128074,322.13441643596093,232.06814804021565,276.11372577589975,235.00563893341103,231.07219874690364,234.0264753023459,392.6341978726505,257.52640244790905,352.48848899897996,261.4430569721696,326.0510709602214,265.3597114964301,295.6969983972024,264.380547865365
labeled-data\video1\img067.png,619.800160279761,188.0057846422847,585.5294331924814,246.7556025061926,541.4670697945505,273.19302054495114,484.67557919277283,264.380547865365,436.69656127058136,270.25552965175575,446.4881975812326,203.6724027393268,342.6968526883287,211.50571178784787,290.80118024187675,213.4640390499781,240.86383505755495,218.3598572053038,387.73837971732473,185.06829374908932,334.86354363980763,180.17247559376364,266.3220894652484,178.2141483316334,213.44725338773125,172.33916654524256,,,,,,,,,,,,,,,,
